game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,346,,"[PLAYER] ([TEAM]) puts a cross into the box from the free kick, but the defender gets there first.",[PLAYER] ([TEAM]) goes over to take a corner kick after one of the defenders makes a good clearance.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,311,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,191,,[PLAYER] ([TEAM]) covers his face with his hands after wasting a promising chance. He takes the rebound on the edge of the box but blazes the ball high over the crossbar.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM]."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,155,corner,"[PLAYER] ([TEAM]) puts a dangerous cross into the box, but the corner is cleared by the first man.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play and [TEAM] manage to earn a corner."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,107,,[PLAYER] ([TEAM]) brings his opponent down with a tackle and [REFEREE] blows his whistle for a foul.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,1,whistle,[REFEREE] blows his whistle and the second half starts.,The players are back out on the pitch following the half-time break and the second half is about to start.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2621,,"[PLAYER] ([TEAM]) floats the free kick into the box, but it's easily cleared by the first man.",[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] makes the right call and [TEAM] have a free kick from a promising distance.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2559,,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2473,corner,[TEAM] take a short corner instead of sending the ball into the penalty area.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2441,,[PLAYER] ([TEAM]) fails to send a pass into the box as his effort is cut out. The ball goes out of play. [TEAM] are awarded a corner kick.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2326,corner,"[PLAYER] ([TEAM]) sends a wonderful cross from the corner kick. However, the defence works perfectly to clear the ball and avert the threat.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] force a corner. They send men into the box."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2292,,"[PLAYER] ([TEAM]) announces himself with a close-range shot after a cross, but one of the defenders gets in the way of the ball to thwart him. [TEAM] will have a chance to score from a corner kick.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2279,corner,"[PLAYER] ([TEAM]) takes the corner and sends it into the penalty area, but the opposition's defence is ready and makes a good clearance.","[PLAYER] ([TEAM]) takes the corner, but he overhits it and none of his teammates are able to reach the ball."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,2048,,It looks like [PLAYER] ([TEAM]) saw red with that tackle. [REFEREE] won't tolerate such behaviour on the pitch and blows for a foul.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1909,,"[PLAYER] ([TEAM]) makes a slide tackle, but referee [REFEREE] blows for a foul.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1809,corner,"[PLAYER] ([TEAM]) steps up to take the corner, but the ball just sails in among the defenders.","[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1726,y-card,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1667,,What a chance that is! [PLAYER] ([TEAM]) finds himself in a promising position after receiving a pass on the edge of the box. His attempt goes just over the bar.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1738,,"[PLAYER] ([TEAM]) receives a lofted pass from the flank and shoots from close range, but the ball flies slightly wide, almost brushing the left-hand post.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1415,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,[PLAYER] ([TEAM]) makes a reckless foul in order to win the ball from his opponent. [REFEREE] has a clear sight of it and blows his whistle.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1309,,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1202,soccer-ball,[PLAYER] ([TEAM]) with a wonderful piece of finishing. He makes a yard for himself after a well-taken pass inside the box and nets inside the right post.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 2:0.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1131,,"[PLAYER] ([TEAM]) gets to the rebound outside the box and doesn't hesitate to shoot on goal. It was a promising attempt, but one of the defending players got in the way and blocked it.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1092,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,1050,,A lofted cross from [PLAYER] ([TEAM]) is unsuccessful as the opponent's defence quickly clears the ball out of the penalty area. The referee and the linesman both signal a throw-in for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,916,,[PLAYER] ([TEAM]) should know this behaviour is beyond the rules. He was too careless with his challenge and left [REFEREE] no option but to blow his whistle.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,812,corner,[PLAYER] leaps to collect the ball from the corner which was sent over by [PLAYER] ([TEAM]).,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,782,,"[PLAYER] ([TEAM]) makes contact with a cross and strikes a shot that lacks the power to find the back of the net, but the goalkeeper still has to make a good save to keep his effort out. The referee points to the corner flag. It's a corner to [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,739,,"[PLAYER] ([TEAM]) gets a shot away from distance, but wasn't really set to take it and fires high and wide.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,690,,The linesman raises his flag as one of the players from [TEAM] was in an offside position.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,1,644,,"[PLAYER] ([TEAM]) forces a pass into the box, but [PLAYER] is alert and does a great job to rob him of the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2766,corner,[PLAYER] ([TEAM]) puts a cross into the box from the corner but there is no panic from the opposition and they easily clear.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2732,substitution,Substitution. [PLAYER] makes his way off the pitch and [PLAYER] ([TEAM]) comes on as his replacement.,[COACH] decides to make a substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2626,,[PLAYER] ([TEAM]) controls the ball from the corner kick and unleashes a low drive from the edge of the box towards the middle of the target. The goalkeeper has a clear sight of the shot and thwarts him with a comfortable save.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2623,corner,[PLAYER] ([TEAM]) will deliver the corner kick.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2488,corner,[PLAYER] ([TEAM]) floats the ball in from the corner but it's intercepted.,"[PLAYER] ([TEAM]) whips in the corner, but one of the defending players gets a head on it and intercepts."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2414,substitution,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2313,corner,The corner from [PLAYER] ([TEAM]) is cleared away by the defence.,"[PLAYER] ([TEAM]) takes the corner, but he overhits it and none of his teammates are able to reach the ball."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2205,substitution,Substitution. [PLAYER] ([TEAM]) on for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2085,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in the corner, but one of the defending players gets a head on it and intercepts."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,2015,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,[COACH] decides to make a substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,1992,substitution,Today's match ends for [PLAYER] who will be replaced by [PLAYER] ([TEAM]).,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,1899,y-card,[PLAYER] ([TEAM]) is literally asking for a yellow card with his behaviour. The referee agrees and books him.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,1821,,[PLAYER] ([TEAM]) receives a lofted pass in the goal area and unleashes a dangerous header which sails narrowly wide of the left post! The ball is off of the pitch and it's a goal kick for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
italy_serie-a_2016-2017,2017-02-25 - 20-00 Napoli 0 - 2 Atalanta,2,1603,,"What a great effort! [PLAYER] ([TEAM]) decides to unleash a long-range shot. Despite hitting it very well, it scorches inches wide of the left post. We could have witnessed a magnificent goal. The ball goes out of play and [TEAM] will have a goal kick.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
